unique.id,country,location,site,observer,SamplingDate,year,month,day,lat,long,X,Y,depth_m,temp_C,management,habitat,no_quadrats,perc_hardcoral,perc_softcoral,perc_macroalgae,no_genera,no_colonies,no_bleached.cols,perc_bleached,simp.diversity,site.suscept2016,reefbase,bleach_intensity,DHWCummSUM1,average.dhw.90days,max.dhw.90days,dip.Statistic.sst,bimodality.coefficient,bimodality.ratio,n.h.spell.events_90Days,avg.high.spell.duration.90days,max.high.spell.duration.90days,avg.high.spell.rise.90days,avg.spell.peak,sd.spell.peak,avg.low.spell.duration.90dys,max.low.spell.duration.90dys,dhd_mmmplus1,CA1,Acropora.bi,Porites.massive.bi,Montipora.bi,Porites.branching.bi,Pocillopora.bi,Favites.bi,Galaxea.bi,Fungia.bi,Goniastrea.bi,Favia.bi,Pavona.bi,Echinopora.bi,Synarea.bi,Platygyra.bi,Seriatopora.bi,Diploastrea.bi,Millepora.bi,Isopora.bi,Heliopora.bi,Cyphastrea.bi,Hydnophora.bi,Montastrea.bi,Stylophora.bi,Astreopora.bi,Lobophyllia.bi,Leptastrea.bi,Coscinaraea.bi,Goniopora.bi,Leptoseris.bi,Pachyseris.bi,region,grp6.check,year2,DHWDate,date.difference
104,Kenya,Kenya fringing,Malindi Coral gardens 2,Nyawira,5/19/16,2016,5,19,-3.26,40.15,40.15,-3.26,2,NA,no-take,lagoon,20,34.5,10.5,8,18,261,74,28.35,0.9,27.35627839,2,17.24137931,181.8999959,1.998901054,3.719999917,0.052090766,0.46296556,1.502996184,2,7,8,0.30714285,28.93909026,0.846881707,5.5,9,1.00249535,-0.008629252,38.0952381,10.71428571,61.2244898,0,79.36507937,17.85714286,0,0,13.49206349,14.28571429,0,1.879699248,0,30.35714286,0,0,0,0,0,0,37.14285714,0,0,0,0,0,0,0,0,0,East Africa,3,3.719999917,5/19/16,0
105,Kenya,Kenya fringing,Coral Gardens 1,Tim,2005-12-16,2016,5,12,-3.99167,39.75056,39.75056,-3.99167,1.5,NA,no-take,lagoon,11,23.18,2.73,14.09,21,213,86,40.38,0.9,27.66829776,2,14.62105969,107.8099976,1.184725248,2.759999938,0.030008452,0.578070368,3.804638186,2,5,8,0.209999995,28.98791602,0.783864318,10,10,0,-0.23691371,1.785714286,12.73291925,54.76190476,0,56.57142857,8.571428571,6.285714286,0,28.57142857,7.792207792,8.571428571,17.85714286,3.174603175,4.761904762,0,0,0,0,0,0,11.42857143,0,0,3.571428571,0,0,0,0,0,0,East Africa,3,2.759999938,2005-12-16,0
106,Kenya,Kenya fringing,Coral gardens 2,Tim,2005-12-16,2016,5,12,-3.994569,39.748362,39.748362,-3.994569,1.5,NA,no-take,lagoon,15,14.67,0.67,30,14,149,32,21.48,0.87,26.04845766,1,7.957813998,137.2349969,1.508076889,3.541249921,0.030115455,0.579557946,3.816689703,2,7.5,8,0.198749995,29.00999935,0.732966558,10,10,0,-0.405846928,8.791208791,0.751879699,71.42857143,14.28571429,69.64285714,14.28571429,5.714285714,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,East Africa,5,3.541249921,2005-12-16,0
107,Kenya,Kenya fringing,Coral gardens 3 (starfish),Tim,2005-12-16,2016,5,12,-3.994339,39.747659,39.747659,-3.994339,1.5,NA,no-take,lagoon,15,14.33,0,37.33,17,120,20,16.67,0.87,25.55813173,1,3.80952381,137.2349969,1.508076889,3.541249921,0.030115455,0.579557946,3.816689703,2,7.5,8,0.198749995,29.00999935,0.732966558,10,10,0,-0.502597536,2.380952381,0.420168067,71.42857143,0,0,12.6984127,0,0,42.85714286,4.285714286,0,14.28571429,0,9.523809524,0,0,1.587301587,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,East Africa,5,3.541249921,2005-12-16,0
108,Kenya,Kenya fringing,Watamu north,Tim,5/20/16,2016,5,20,-3.38306,39.9925,39.9925,-3.38306,2,NA,no-take,lagoon,15,21,0,33.33,19,222,88,39.64,0.91,27.02376105,2,20.14157014,238.0099947,2.615494447,5.019999888,0.040126541,0.442020958,14.35536753,2,7,7,0.274285709,28.90238031,0.851985337,3.333333333,8,1.10286538,0.092367398,20.49689441,12,0,0,78.02197802,27.14285714,2.657807309,0,75.51020408,29.67032967,0,0,0,30.25210084,0,0,19.04761905,0,0,0,35.71428571,57.14285714,0,0,0,0,0,0,0,0,East Africa,3,5.019999888,5/20/16,0
109,Kenya,Kenya fringing,Watamu south,Nyawira,5/20/16,2016,5,20,-3.383981,39.991845,39.991845,-3.383981,2,NA,no-take,lagoon,20,27.75,0.5,23,20,187,56,29.95,0.88,26.22399838,2,18.94576012,238.0099947,2.615494447,5.019999888,0.040126541,0.442020958,14.35536753,2,7,7,0.274285709,28.90238031,0.851985337,3.333333333,8,1.10286538,0.024247444,11.07142857,4.489795918,35.71428571,0,0,40,4.511278195,0,71.42857143,40.81632653,4.761904762,10.71428571,0,56.04395604,0,0,20.40816327,0,0,0,52.38095238,0,0,0,0,35.71428571,0,0,0,0,East Africa,3,5.019999888,5/20/16,0
110,Madagascar,Ankarea,Nosy Lava,Julien Leblond,4/13/16,2016,4,13,-12.74733333,48.67083333,48.67083333,-12.74733333,6,29,no-take,slope,16,86.56,1.25,0,20,74,56,75.68,0.88,29.81943588,3,34.36293436,54.06999876,0.594175811,2.579999942,0.044740973,0.449317048,0,1,13,13,0.138571426,29.78217325,0.551328603,10,10,0,0.248644648,35,23.80952381,0,42.85714286,72.85714286,23.80952381,0,0,14.28571429,9.523809524,28.57142857,0,0,17.14285714,7.142857143,0,57.14285714,0,0,0,0,28.57142857,0,0,39.28571429,0,0,57.14285714,42.85714286,28.57142857,Madagascar,2,2.579999942,4/13/16,0
111,Madagascar,Ankarea,Nosy Fisaka,Julien Leblond,4/13/16,2016,4,13,-12.82580556,48.59233333,48.59233333,-12.82580556,4,30,no-take,slope,17,81.47,4.71,0,21,95,88,92.63,0.87,28.20303401,3,39.39849624,49.54999886,0.544505482,2.469999945,0.04684789,0.449451902,0.011858041,1,16,16,0.138749998,29.80249933,0.525491476,10,10,0,0.1515544,48.97959184,33.33333333,57.14285714,0,71.42857143,19.04761905,26.19047619,0,47.61904762,46.42857143,0,42.85714286,0,21.42857143,42.85714286,28.57142857,0,28.57142857,0,35.71428571,14.28571429,0,50,28.57142857,0,0,0,0,71.42857143,0,Madagascar,2,2.469999945,4/13/16,0
112,Madagascar,Ankarea,Ankarea,JulienLeblond,4/13/16,2016,4,13,-12.84527778,48.57408333,48.57408333,-12.84527778,5,30,no-take,slope,20,83.25,4,1,17,107,86,80.37,0.8,29.05570858,3,33.37783712,49.54999886,0.544505482,2.469999945,0.04684789,0.449451902,0.011858041,1,16,16,0.138749998,29.80249933,0.525491476,10,10,0,0.465003454,25.24916944,32.46753247,28.57142857,60.71428571,71.42857143,46.42857143,32.65306122,0,42.85714286,33.33333333,0,0,0,26.98412698,57.14285714,0,0,28.57142857,0,28.57142857,28.57142857,0,14.28571429,0,0,0,0,57.14285714,0,0,Madagascar,2,2.469999945,4/13/16,0
113,Madagascar,Ankarea,Beangovo,Julien Leblond,4/14/16,2016,4,14,-13.00277778,48.49763889,48.49763889,-13.00277778,7,29,no-take,slope,15,45.33,41.33,0,16,110,68,61.82,0.85,29.93734963,3,28.83116883,10.17999977,0.111868129,0.609999986,0.034039131,0.486466921,0.667396889,1,14,14,0.111428571,29.80461472,0.51149373,3.333333333,6,0,0.387363358,29.01785714,35.71428571,28.57142857,0,56.39097744,0,21.42857143,0,0,16.32653061,0,0,0,0,47.61904762,0,57.14285714,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,Madagascar,2,0.609999986,4/14/16,0
114,Madagascar,Ankarea,Nosy Vasoa,Julien Leblond,4/14/16,2016,4,14,-12.88338889,48.63483333,48.63483333,-12.88338889,5,31,restricted,slope,20,79.25,8.75,0,20,104,77,74.04,0.8,29.38467388,3,34.75274725,29.59999934,0.325274718,1.619999964,0.051037853,0.438097534,0.974997073,1,13,13,0.207999994,29.80636297,0.505112381,10,10,0,0.324442878,24.14965986,32.14285714,57.14285714,71.42857143,71.42857143,21.42857143,0,0,42.85714286,47.61904762,0,42.85714286,0,24.48979592,17.85714286,0,71.42857143,28.57142857,0,0,42.85714286,57.14285714,0,57.14285714,71.42857143,0,0,0,0,0,Madagascar,2,1.619999964,4/14/16,0
115,Madagascar,Ankarea,Nosy Karabo,Julien Leblond,4/14/16,2016,4,14,-12.99655556,48.56208333,48.56208333,-12.99655556,4,31,restricted,slope,19,87.89,10.79,0,17,102,91,89.22,0.83,30.2683437,3,47.19887955,58.05999873,0.638021964,2.879999936,0.046558706,0.449806337,1.043229106,1,11,11,0.10333333,29.84230702,0.531678897,3.333333333,6,0,0.416794133,33.33333333,50,0,71.42857143,71.42857143,35.71428571,50.79365079,0,64.28571429,48.57142857,0,52.38095238,0,47.61904762,0,0,0,56.34920635,0,0,0,42.85714286,71.42857143,0,57.14285714,0,0,42.85714286,0,0,Madagascar,2,2.879999936,4/14/16,0
116,Madagascar,Ankarea,Antsoa,Julien Leblond,4/15/16,2016,4,15,-12.98573611,48.57791667,48.57791667,-12.98573611,7,30,no-take,slope,19,75.79,9.74,0,16,150,130,86.67,0.81,32.18355444,3,46,60.78999867,0.668021963,2.879999936,0.046558706,0.454369705,1.023338099,1,11,11,0.10333333,29.84499933,0.533105982,3.333333333,6,0,0.1243759,21.2543554,45.23809524,0,0,70.15873016,42.85714286,42.85714286,0,48.57142857,44.04761905,42.85714286,0,0,42.85714286,0,42.85714286,0,0,0,57.14285714,28.57142857,0,0,0,0,0,0,50,0,0,Madagascar,2,2.879999936,4/15/16,0
117,Madagascar,Ankarea,Tsarabanjina,Julien Leblond,4/15/16,2016,4,15,-13.03494444,48.54941667,48.54941667,-13.03494444,5,30,no-take,slope,15,83.33,3.33,0,23,126,88,69.84,0.85,29.59856662,3,29.70521542,23.41999948,0.257362632,1.219999973,0.033256217,0.479410109,0,1,11,11,0.114,29.825416,0.52781731,3.333333333,6,0,0.548972634,19.15584416,28.57142857,21.42857143,0,53.57142857,20,39.28571429,0,9.523809524,26.78571429,57.14285714,0,0,19.48051948,45.71428571,42.85714286,46.42857143,0,0,0,50,0,0,0,64.28571429,0,57.14285714,0,0,0,Madagascar,2,1.219999973,4/15/16,0
118,Madagascar,Ankarea,Nosy Kaina,Julien Leblond,4/15/16,2016,4,15,-13.02458333,48.53744444,48.53744444,-13.02458333,7,30,restricted,slope,17,87.94,2.06,0,23,109,49,44.95,0.87,29.2949584,2,17.43119266,23.41999948,0.257362632,1.219999973,0.033256217,0.479410109,0,1,11,11,0.114,29.825416,0.52781731,3.333333333,6,0,0.460677046,6.530612245,46.93877551,21.42857143,0,42.85714286,11.42857143,22.85714286,0,0,14.28571429,0,35.71428571,0,0,25.71428571,28.57142857,0,9.523809524,0,28.57142857,14.28571429,0,28.57142857,0,0,0,0,71.42857143,0,0,Madagascar,2,1.219999973,4/15/16,0
119,Madagascar,Ankarea,Amparimilay,JulienLeblond,4/16/16,2016,4,16,-12.88619444,48.56236111,48.56236111,-12.88619444,6,30,restricted,slope,15,74,3.33,1.33,23,141,116,82.27,0.87,27.39936309,3,39.81762918,63.99999854,0.703296687,3.099999931,0.051739928,0.459315425,0.01246294,1,13,13,0.152857139,29.80319933,0.531136505,10,10,0,-0.012368514,29.83193277,29.46428571,42.85714286,0,0,41.75824176,52.38095238,0,42.85714286,54.67980296,52.38095238,0,0,36.50793651,57.14285714,21.42857143,0,28.57142857,0,42.85714286,42.85714286,28.57142857,0,0,0,0,42.85714286,57.14285714,57.14285714,0,Madagascar,3,3.099999931,4/16/16,0
120,Madagascar,Ankarea,Ambarinidada,Julien Leblond,4/16/16,2016,4,16,-12.91527778,48.60691667,48.60691667,-12.91527778,3,30,restricted,slope,20,59.25,7.5,6.75,20,134,118,88.06,0.84,26.44206578,3,49.14712154,26.00999941,0.285824169,1.279999971,0.048265462,0.447586335,0.973548662,1,13,13,0.151428567,29.85538395,0.558098408,10,10,0,-0.154353642,26.78571429,45.05494505,0,0,0,57.14285714,64,0,48.57142857,54.76190476,71.42857143,42.85714286,0,47.61904762,71.42857143,0,66.66666667,50,0,50,0,0,0,0,50,0,71.42857143,0,0,0,Madagascar,3,1.279999971,4/16/16,0
121,Madagascar,Ankarea,Ratapenjika,Julien Leblond,4/16/16,2016,4,16,-12.93822222,48.58302778,48.58302778,-12.93822222,4,30,restricted,slope,20,73.25,6.75,0,14,116,86,74.14,0.74,28.3469702,3,31.28078818,139.2599969,1.530329636,3.789999915,0.054817278,0.459259016,0.988013308,1,13,13,0.149999997,29.82239933,0.540665319,10,10,0,0.190843062,23.80952381,34.61538462,0,0,71.42857143,50,32.14285714,0,0,31.74603175,0,28.57142857,0,34.92063492,0,0,0,0,0,0,50,42.85714286,0,42.85714286,0,0,42.85714286,64.28571429,0,0,Madagascar,2,3.789999915,4/16/16,0
122,Madagascar,Ankivonjy,Plateau,Julien Leblond,4/18/16,2016,4,18,-13.50022222,47.88247222,47.88247222,-13.50022222,14,30,no-take,bank,16,19.06,13.12,0,12,47,47,100,0.81,27.02007042,3,45.59270517,47.02999895,0.516813175,2.109999953,0.051265249,0.623032584,1.086260208,2,6.5,12,0.159999997,29.746666,0.668758882,5.5,10,0,-0.838518024,35.71428571,46.82539683,28.57142857,0,62.85714286,45.71428571,0,0,0,47.61904762,0,42.85714286,0,0,0,28.57142857,0,28.57142857,0,47.61904762,0,39.28571429,0,0,0,0,0,0,42.85714286,0,Madagascar,5,2.109999953,4/18/16,0
123,Madagascar,Ankivonjy,Ankivonjy,Julien Leblond,4/18/16,2016,4,18,-13.50227778,47.95105,47.95105,-13.50227778,9,29,no-take,slope,17,61.76,25.59,0,24,117,80,68.38,0.89,24.6518541,3,25.3968254,69.30999845,0.761648335,2.959999934,0.045421245,0.620490032,1.217411275,2,6.5,12,0.204999995,29.74555489,0.7091291,3.333333333,7,0,-0.686286338,22.07792208,30.35714286,28.57142857,0,35.71428571,14.28571429,0,0,28.57142857,20,0,14.28571429,0,7.142857143,0,14.28571429,0,0,0,26.98412698,35.71428571,19.04761905,0,0,28.57142857,0,28.57142857,28.57142857,0,28.57142857,Madagascar,5,2.959999934,4/18/16,0
124,Madagascar,Ankivonjy,Ankazoberavina,Julien Leblond,4/18/16,2016,4,18,-13.48694444,47.97822222,47.97822222,-13.48694444,6,29,no-take,slope,20,52.5,34.25,0,26,99,93,93.94,0.93,26.18131062,3,53.82395382,41.14999909,0.452197792,1.849999959,0.041420118,0.62564652,1.181519905,2,6.5,12,0.186666663,29.70307626,0.707003629,3.333333333,7,0,-0.271150102,48.57142857,53.84615385,0,0,71.42857143,51.78571429,71.42857143,64.28571429,64.28571429,54.76190476,52.38095238,46.93877551,0,45.71428571,0,0,57.14285714,0,0,0,14.28571429,64.28571429,28.57142857,0,71.42857143,0,57.14285714,50,71.42857143,0,Madagascar,5,1.849999959,4/18/16,0
125,Madagascar,Ankivonjy,Kisimani,Julien Leblond,4/19/16,2016,4,19,-13.55894444,48.09538889,48.09538889,-13.55894444,5,31,no-take,slope,15,51,12.33,0,21,112,91,81.25,0.89,26.02107934,3,43.23979592,2.519999946,0.027692307,0.139999997,0.041047189,0.626275487,1.393101889,1,12,12,0.136666663,29.80083267,0.707849862,2.75,6,0,-0.136182141,22.02380952,43.80952381,53.57142857,0,0,71.42857143,26.19047619,0,57.14285714,62.6984127,71.42857143,57.14285714,0,44.44444444,0,14.28571429,0,0,0,54.28571429,40.47619048,28.57142857,0,0,0,0,66.66666667,42.85714286,0,71.42857143,Madagascar,3,0.139999997,4/19/16,0
126,Madagascar,Ankivonjy,Madiro,Julien Leblond,4/19/16,2016,4,19,-13.52205556,48.02677778,48.02677778,-13.52205556,5,30,restricted,slope,20,52.5,8.25,0,17,113,109,96.46,0.82,27.18137318,3,61.44121365,49.75999888,0.546813175,2.139999952,0.050167223,0.625746496,1.3145205,2,6.5,12,0.199999995,29.76599934,0.689667779,2.75,7,0,-0.164153801,67.22689076,58.06451613,0,0,71.42857143,71.42857143,21.42857143,0,71.42857143,71.42857143,71.42857143,57.14285714,0,68.57142857,0,0,71.42857143,0,0,61.2244898,0,0,71.42857143,57.14285714,0,0,0,42.85714286,57.14285714,0,Madagascar,5,2.139999952,4/19/16,0
127,Madagascar,Ankivonjy,Ambatomilay,Julien Leblond,4/20/16,2016,4,20,-13.60505556,47.80494444,47.80494444,-13.60505556,5,29,restricted,slope,20,26,8,0,12,62,51,82.26,0.65,26.52942886,3,37.78801843,62.14999861,0.682967018,2.799999937,0.059409342,0.626236808,1.041607353,1,12,12,0.167999998,29.78370304,0.636354677,5,9,0,-1.180625045,14.28571429,33.06122449,50,0,63.49206349,28.57142857,0,0,42.85714286,32.14285714,0,0,0,28.57142857,0,0,0,0,0,35.71428571,0,71.42857143,0,0,0,0,0,0,0,0,Madagascar,6,2.799999937,4/20/16,0
128,Madagascar,Ankivonjy,Ambatofisaka,Julien Leblond,4/20/16,2016,4,20,-13.60427778,47.81102778,47.81102778,-13.60427778,4,29,restricted,slope,15,47,3.33,13.67,10,55,51,92.73,0.79,29.91784475,3,46.23376623,62.14999861,0.682967018,2.799999937,0.059409342,0.626236808,1.041607353,1,12,12,0.167999998,29.78370304,0.636354677,5,9,0,-0.447433792,24.67532468,45.11278195,0,0,71.42857143,28.57142857,0,0,50,42.85714286,0,57.14285714,0,0,0,0,0,42.85714286,0,57.14285714,0,0,0,0,0,0,0,0,28.57142857,0,Madagascar,5,2.799999937,4/20/16,0
129,Madagascar,Ankivonjy,Marotogny,Julien Leblond,4/21/16,2016,4,21,-13.58105556,47.90155556,47.90155556,-13.58105556,3,29,restricted,slope,17,43.82,3.53,10,18,132,119,90.15,0.81,26.96471897,3,49.67532468,53.99999878,0.59340658,2.129999952,0.042995838,0.629312414,1.342172469,2,6.5,12,0.169999996,29.71919934,0.713406834,3.333333333,7,0,-0.452131702,39.28571429,49.37888199,0,0,74.28571429,51.02040816,71.42857143,0,57.14285714,59.52380952,0,46.42857143,0,57.14285714,0,0,0,57.14285714,0,38.0952381,71.42857143,35.71428571,0,0,0,71.42857143,57.14285714,71.42857143,0,0,Madagascar,5,2.129999952,4/21/16,0
130,Madagascar,Soriake,Ankavamifoke,Julien Leblond,4/17/16,2016,4,17,-22.65238,43.27366,43.27366,-22.65238,9,31,restricted,slope,10,65.5,17,11.6,14,51,7,13.73,0.86,28.65560149,2,3.921568627,261.5999941,2.87472521,6.019999865,0.023286238,0.63758939,6.339471604,5,2.4,7,0.347777772,29.91952314,0.70660791,5.5,6,0,0.525474456,7.619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,2,6.019999865,4/17/16,0
131,Madagascar,Soriake,SalaryN2,Julien Leblond,3/17/16,2016,3,17,-22.6229,43.2573,43.2573,-22.6229,12,31,no-take,slope,8,39.38,31.88,21.88,12,70,61,87.14,0.88,27.59480388,3,34.48979592,68.47999848,0.752527456,1.899999958,0.032967033,0.470308294,0,3,4,8,0.301249993,29.78299934,0.515701859,5,7,0,-0.356546978,33.76623377,35.71428571,38.0952381,0,42.85714286,0,14.28571429,0,0,34.06593407,0,0,0,0,0,0,0,0,0,0,0,21.42857143,28.57142857,0,0,0,0,0,38.0952381,0,Madagascar,3,1.899999958,3/17/16,0
132,Madagascar,Soriake,Bekodoy,Julien Leblond,3/18/16,2016,3,18,-22.52076,43.24406,43.24406,-22.52076,10,30,no-take,slope,11,45,13.64,5.45,15,144,131,90.97,0.82,26.38153222,3,28.57142857,67.60999849,0.742967016,1.629999964,0.020979021,0.440212803,12.91074494,2,6,9,0.269999994,29.77649933,0.481065418,5,7,0,0.020538575,25.3968254,23.21428571,28.57142857,0,28.57142857,0,50,0,0,28.57142857,20,0,0,0,0,0,0,28.57142857,0,31.42857143,0,33.33333333,26.33053221,0,0,0,0,0,35.71428571,0,Madagascar,5,1.629999964,3/18/16,0
133,Madagascar,Soriake,Bekodoy,Julien Leblond,4/18/16,2016,4,18,-22.52076,43.24406,43.24406,-22.52076,6,31,no-take,slope,12,63.33,5.83,0.42,19,73,66,90.41,0.92,27.05295714,3,37.76908023,168.1799963,1.848131827,3.819999915,0.027149323,0.557058649,19.83211909,3,5.666666667,8,0.266999993,29.8886357,0.70365233,5,5,0,-0.317736437,34.92063492,28.57142857,0,0,0,71.42857143,0,28.57142857,60,21.42857143,42.85714286,28.57142857,0,0,0,0,0,0,0,0,42.85714286,14.28571429,23.80952381,0,57.14285714,28.57142857,0,39.28571429,58.73015873,0,Madagascar,5,3.819999915,4/18/16,0
134,Madagascar,Soriake,Salary N2,Julien Leblond,3/18/16,2016,3,18,-22.53797,43.243,43.243,-22.53797,10,31,restricted,slope,6,35,53.33,0,11,39,28,71.79,0.84,29.36806197,3,24.90842491,67.60999849,0.742967016,1.629999964,0.020979021,0.440212803,12.91074494,2,6,9,0.269999994,29.77649933,0.481065418,5,7,0,0.351721285,18.18181818,28.57142857,0,0,61.9047619,28.57142857,14.28571429,0,0,21.42857143,0,14.28571429,0,22.85714286,0,0,0,0,0,0,0,0,0,0,0,42.85714286,0,0,0,0,Madagascar,3,1.629999964,3/18/16,0
135,Madagascar,Soriake,Andravona,Julien Leblond,3/19/16,2016,3,19,-22.44588,43.23796,43.23796,-22.44588,11,31,no-take,slope,15,24,60.67,1.33,18,34,23,67.65,0.92,29.33316874,3,24.3697479,59.25999868,0.651208777,1.409999968,0.023423944,0.413486059,12.73009009,2,6.5,9,0.259999995,29.68105197,0.718230022,3.333333333,7,0,0.568378586,11.42857143,0,42.85714286,38.0952381,52.38095238,28.57142857,42.85714286,21.42857143,28.57142857,0,0,28.57142857,0,0,14.28571429,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,Madagascar,3,1.409999968,3/19/16,0
136,Madagascar,Soriake,Andravona,Julien Leblond,3/19/16,2016,3,19,-22.46936,43.23638,43.23638,-22.46936,10,31,restricted,slope,14,35,34.64,0,21,51,39,76.47,0.92,27.41420975,3,33.33333333,15.14999965,0.166483513,0.299999993,0.021978024,0.428504551,12.29473135,2,5.5,9,0.272857137,29.66047553,0.707060633,3.333333333,7,0,0.083776861,48.97959184,33.33333333,25,0,71.42857143,21.42857143,0,40,0,31.42857143,0,0,0,0,0,0,0,28.57142857,0,28.57142857,28.57142857,0,0,0,0,0,0,57.14285714,0,52.38095238,Madagascar,3,0.299999993,3/19/16,0
137,Madagascar,Soriake,Tsandamba,Julien Leblond,3/20/16,2016,3,20,-22.78652,43.33463,43.33463,-22.78652,10,31,open,slope,19,9.47,8.68,41.84,13,21,20,95.24,0.91,24.70595608,3,40.81632653,214.7599952,2.359999947,8.129999818,0.025248561,0.508094031,14.84686755,4,3.25,8,0.319999993,29.686666,0.641695655,3.333333333,7,0,-0.658193411,0,50,0,0,57.14285714,0,0,0,0,42.85714286,0,0,0,35.71428571,0,0,0,0,0,42.85714286,0,33.33333333,0,0,0,71.42857143,0,28.57142857,42.85714286,0,Madagascar,5,8.129999818,3/20/16,0
138,Madagascar,Soriake,Tsandamba,Julien Leblond,3/20/16,2016,3,20,-22.73958,43.31625,43.31625,-22.73958,10,31,restricted,slope,21,14.76,14.05,51.43,13,36,35,97.22,0.88,28.74559399,3,45.63492063,175.1999961,1.925274682,6.739999849,0.021367522,0.490862698,12.92214467,4,3.25,8,0.361249993,29.66590843,0.66835731,3.333333333,7,0,-0.32830281,51.42857143,39.28571429,57.14285714,0,65.71428571,42.85714286,0,0,42.85714286,39.28571429,0,38.0952381,0,57.14285714,0,0,0,0,0,0,57.14285714,0,0,35.71428571,0,0,50,0,0,0,Madagascar,3,6.739999849,3/20/16,0
139,Madagascar,Soriake,SalaryN1,Julien Leblond,3/20/16,2016,3,20,-22.60613,43.25129,43.25129,-22.60613,9,31,restricted,slope,12,48.33,17.5,16.67,20,66,57,86.36,0.9,30.67716536,3,39.61038961,74.63999834,0.820219762,2.21999995,0.032967033,0.457889894,12.02791404,4,3.25,8,0.292222214,29.81047552,0.518174438,2.5,7,0,0.107243005,40,33.33333333,0,0,62.5,28.57142857,28.57142857,0,0,28.57142857,57.14285714,40,0,42.85714286,28.57142857,0,0,28.57142857,0,0,0,71.42857143,23.21428571,0,0,0,0,42.85714286,51.42857143,0,Madagascar,5,2.21999995,3/20/16,0
140,Madagascar,Soriake,Andravona,Julien Leblond,3/21/16,2016,3,21,-22.44011,43.23909,43.23909,-22.44011,10,31,restricted,slope,10,67,22.5,0,17,101,54,53.47,0.83,29.5585807,3,21.21640736,62.5299986,0.687142842,1.709999962,0.024354025,0.415706402,12.85873357,3,4.333333333,9,0.22555555,29.69052565,0.725629778,2.5,7,0,0.348660446,15.47619048,7.792207792,0,0,53.57142857,28.57142857,0,0,0,14.28571429,0,38.0952381,0,28.57142857,0,0,5.714285714,28.57142857,0,0,9.523809524,0,0,0,0,0,0,0,47.61904762,0,Madagascar,2,1.709999962,3/21/16,0
141,Madagascar,Soriake,Salary N2,Julien Leblond,3/21/16,2016,3,21,-22.55948,42.456,42.456,-22.55948,14,31,restricted,slope,20,5.75,48.75,12.75,10,25,17,68,0.8,26.07203505,3,24.57142857,0,0,0,0.024285713,0.600409987,0,3,4.333333333,8,0.178749999,29.62391238,0.539155381,3.333333333,7,0,-0.412050572,31.42857143,17.46031746,0,0,42.85714286,28.57142857,0,14.28571429,0,0,28.57142857,0,0,21.42857143,0,0,0,0,0,42.85714286,0,0,0,0,0,0,0,0,57.14285714,0,Madagascar,5,0,NA,NA
142,Reunion,Reunion,Kiosque,Mireille Guillaume,3/14/16,2016,3,14,-21.18375,55.28596667,55.28596667,-21.18375,1.5,30,restricted,flat,10,20.9,0,0.1,17,265,149,56.23,0.63,29.51170913,3,31.26684636,4.759999886,0.052307691,0.299999993,0.04594342,0.425227358,1.244422247,1,14,14,0.162222219,28.59454482,0.552644946,5,9,0,1.137076686,45.37815126,12.85714286,28.57142857,6.349206349,7.142857143,57.14285714,0,25,57.14285714,71.42857143,13.39285714,0,3.896103896,10.20408163,0,0,19.04761905,0,0,0,0,0,0,42.85714286,0,0,0,0,0,0,Mauritius/Reunion,1,0.299999993,3/14/16,0
143,Reunion,Reunion,Paleorim,Mireille Guillaume,2003-10-16,2016,3,10,-21.18118333,55.28595,55.28595,-21.18118333,1.5,29.5,restricted,flat,20,NA,NA,NA,9,170,97,57.06,0.71,28.67233419,2,32.26890756,3.559999914,0.039120878,0.299999993,0.05023548,0.453241058,1.112365214,1,18,18,0.147999997,28.53695588,0.550284499,3.333333333,7,0,1.031072516,62.61022928,2.380952381,9.523809524,6.632653061,0,0,71.42857143,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius/Reunion,1,0.299999993,2003-10-16,0
144,Reunion,Reunion,Planch'Aliz,Mireille Guillaume,3/13/16,2016,3,13,-21.0964,55.23325,55.23325,-21.0964,1.5,32,restricted,flat,20,24.15,1,5.15,11,427,231,54.1,0.66,30.24005363,2,16.49381064,20.40999954,0.224285709,1.409999968,0.030653556,0.430570206,1.247558186,1,14,14,0.161249995,28.82090845,0.447861671,5,9,0,0.86280043,8.834586466,5.442176871,34.71760797,17.98941799,33.33333333,0,0,0,0,0,38.0952381,0,3.463203463,14.28571429,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,Mauritius/Reunion,1,1.409999968,3/13/16,0
